iso_code,glottocode
bon,bine1240
boo,tiem1235
bop,bonk1244
boq,boga1247
bou,bond1247
bov,tuwu1238
bow,rema1238
box,buam1238
boy,bodo1272
bpa,daka1243
bpb,barb1242
bpd,band1343
bpg,bong1287
bph,botl1242
bpi,bagu1252
bpj,binj1249
bpk,orow1242
bpl,broo1238
bpm,biyo1244
bpn,dzao1238
bpq,band1353
bpr,koro1310
bpt,barr1247
bpv,bian1251
bpw,bopa1235
bpx,paly1238
bpy,bish1244
bpz,bilb1242
bqa,tchu1241
bqb,bagu1251
bqd,bung1259
bqg,bago1245
bqh,baim1244
bqi,bakh1245
bqk,band1342
bql,bila1257
bqm,wumb1241
bqn,bulg1240
bqo,balo1264
bqq,biri1259
bqr,buru1304
bqs,bosn1248
bqt,bamu1254
bqu,bogu1241
bqv,begb1241
bqw,buru1299
bqz,baka1273
bra,braj1242
brd,bara1357
brf,bera1259
brj,bier1246
brk,birk1242
brl,birw1238
bro,brok1249
brp,bara1375
brq,brer1240
brr,bira1254
brs,bara1371
brt,bita1251
brw,bell1261
bry,buru1309
brz,bilb1241
bsa,abin1243
bsb,brun1245
bse,wush1238
bsf,bauc1238
bsg,bash1263
bsi,bass1260
bsj,bang1348
bsl,basa1280
bsm,busa1254
bsr,bass1259
bst,bask1236
bsu,baho1237
bsx,yang1290
bsy,saba1267
bta,bata1314
btc,bati1251
btd,bata1294
bte,gamo1241
btf,birg1239
bti,bura1276
btj,baca1243
btl,bhat1237
btm,bata1291
btn,rata1245
bto,irig1242
btp,budi1249
btq,bate1262
btr,baet1237
bts,bata1288
btt,bete1262
btu,batu1255
btv,bate1261
btw,butu1244
bty,bobo1254
bub,buaa1245
buc,bush1250
bui,bong1284
buj,basa1281
buk,buga1250
bun,sher1258
bup,buso1238
buq,brem1238
bus,boko1267
but,bung1270
buv,bunn1240
buw,bubi1250
bux,bogh1241
buy,bull1247
buz,bukw1238
bva,bare1279
bvc,bael1237
bvd,baeg1237
bve,bera1262
bvf,boor1242
bvg,bonk1243
bvh,bure1242
bvi,bela1255
bvj,baan1241
bvk,buka1261
bvl,boli1236
bvm,bamu1256
bvn,buna1277
bvo,bolg1251
bvt,bati1253
bvu,buki1247
bvv,bani1254
bvw,boga1251
bvy,bayb1234
bwa,bwat1240
bwb,namo1248
bwc,bwil1245
bwd,bwai1242
bwf,bose1237
bwg,barw1243
bwh,bish1246
bwj,laal1241
bwk,bauw1240
bwl,bwel1238
bwm,biwa1243
bwn,wuna1248
bwp,mand1445
bwq,sout2840
bws,bomb1262
bwt,bafa1247
bww,bwaa1238
bwx,buna1273
bwy,cwib1235
bwz,bwis1242
bxa,baur1252
bxb,bela1256
bxc,mole1238
bxd,pela1242
bxe,bira1253
bxf,bilu1244
bxg,bang1353
bxh,buhu1237
bxi,pirl1238
bxl,jalk1242
bxn,burd1238
bxo,bari1241
bxp,bebi1242
bxq,beel1236
bxr,russ1264
bxs,busa1251
bxu,chin1476
bxv,bera1261
bxw,bank1258
bxz,bina1275
byb,biky1238
byc,ubag1245
byd,beny1237
bye,pouy1238
byf,bete1261
byg,bayg1239
byh,bujh1238
byi,buyu1239
byj,bina1270
byk,biao1253
byl,bayo1260
bym,bidy1243
byo,biyo1243
byp,buma1244
byq,basa1287
bys,bura1271
byt,bert1249
byz,bana1292
bzb,andi1257
bzc,sout2920
bze,jena1242
bzg,babu1240
bzh,mapo1242
bzk,nica1252
bzl,boan1243
bzm,bolo1263
bzn,boan1242
bzo,boza1238
bzp,kemb1235
bzu,burm1264
bzv,bebe1250
bzw,basa1282
bzy,oban1244
bzz,evan1238
cae,leha1242
caf,sout2958
cah,cahu1268
caj,chan1322
cak,kaqc1270
caz,cani1243
cbj,edec1238
cbl,bual1235
cbo,izor1238
cbq,cuba1236
cbw,kina1252
cby,cara1245
ccd,cafu1238
cce,chop1243
ccg,samb1311
cch,atsa1241
ccj,kasa1248
ccl,cutc1238
ccm,mala1482
ccp,chak1266
ccr,caca1247
cda,chon1285
cde,chen1255
cdf,chir1283
cdh,cham1307
cdi,chod1238
cdj,chur1258
cdr,cind1241
cds,chad1238
cdy,chad1240
cdz,koda1236
cea,lowe1427
cen,cenn1238
cet,cent2045
cfa,diji1241
cfd,cara1270
cfg,como1258
cfm,fala1243
cga,chan1319
cgc,kaga1256
cgk,choc1275
chg,chag1247
chj,ojit1237
chn,chin1272
chu,chur1257
chw,chuw1238
chz,ozum1235
cia,ciac1237
cib,cigb1235
cie,cine1238
cih,chin1475
cik,chit1279
cim,cimb1238
cin,cint1239
cip,chia1262
ciy,chai1253
cjk,chok1245
cjn,chen1259
cjy,jiny1235
ckb,cent1972
ckh,chak1270
ckl,ciba1236
ckq,kaja1254
ckr,kair1267
ckv,kava1241
ckx,caka1240
cky,cakf1236
ckz,cakc1235
clc,chil1280
cli,chak1271
cll,chal1269
clt,laut1236
clu,calu1238
cly,east2558
cma,maaa1253
cml,camp1262
cmo,cent1992
cmr,mroc1235
cms,mess1244
cmt,camt1236
cna,chan1309
cnb,chin1478
cnc,coon1239
cnl,lala1270
cns,cent2117
cnu,chen1266
cnw,ngaw1239
coa,coco1260
cog,chon1284
coh,chon1287
coj,coch1272
cok,sant1424
coq,coqu1236
cos,cors1241
cov,caom1238
cow,cowl1242
cpg,capp1239
cpi,chin1253
cpn,cher1271
cps,capi1239
cpx,puxi1243
cra,char1269
crf,cara1271
cri,saot1239
crj,sout2978
crl,nort1552
crm,moos1236
crr,caro1243
crv,chau1258
cry,cori1240
crz,cruz1243
csa,chil1282
csc,cata1241
csd,chia1237
cse,czec1253
csf,cuba1235
csg,chil1264
csn,colo1249
csq,croa1242
csr,cost1249
cst,nort2969
csv,sumt1234
cte,tepi1241
ctl,tlac1239
ctn,chhi1245
cts,nort2883
ctt,waya1264
ctu,chol1282
ctz,zaca1242
cug,
cuh,chuk1274
cuj,mash1270
cuk,sanb1242
cuo,cuma1240
cuq,cunn1236
cur,chhu1238
cuu,taiy1242
cuv,cuvo1236
cuw,chuk1270
cux,tepe1280
cvg,chug1252
cvn,vall1253
cwa,kabw1241
cwb,main1272
cwd,wood1236
cwe,kwer1261
cwg,chew1245
cwt,kuwa1246
cyo,cuyo1237
czh,huiz1242
czn,zenz1235
czo,minz1235
czt,zotu1235
dac,damb1246
dad,mari1428
dae,duup1238
dah,gwah1244
dam,dama1268
dao,daai1236
daq,dand1238
das,daho1238
daw,dava1245
dax,dayi1244
daz,daoo1238
dbb,deno1239
dbd,dadi1249
dbe,dabe1239
dbf,edop1238
dbg,dogu1235
dbi,doka1242
dbm,dugu1249
dbn,duri1243
dbo,dulb1238
dbp,duwa1244
dbr,daba1260
dbt,bent1238
dbu,bond1248
dbv,dung1254
dbw,bank1259
dby,dibi1240
dcc,decc1239
dcr,nege1244
ddd,dong1294
dde,doon1238
ddg,fata1247
ddi,diod1237
ddn,dend1243
ddw,dawe1237
dec,dagi1241
ded,dedu1240
dee,dewo1238
def,dezf1238
deh,dehw1238
dei,demi1242
dek,dekk1240
dem,demm1245
dep,pidg1246
deq,dend1242
dev,domu1246
dez,deng1250
dgb,buno1241
dgd,daga1272
dge,dege1247
dgg,doga1238
dgh,dghw1239
dgk,dagb1248
dgn,dago1245
dgo,dogr1250
dgr,dogr1252
dgs,dogo1294
dgx,dogh1241
dhd,dhun1238
dhm,zemb1238
dhn,dhan1264
dho,dhod1238
dhs,dhai1238
dhw,koch1253
dia,diaa1238
dib,sout2833
dii,dimb1238
dij,daii1240
dik,sout2832
dil,dill1242
dio,dibo1247
dir,diri1253
dit,dira1238
diu,diri1252
diw,nort2816
dix,dixo1238
diy,diuw1238
djb,djin1252
djc,dard1243
djf,djan1238
djl,djiw1240
djn,djau1244
djo,jang1257
djw,djaw1238
dka,dakp1242
dkk,dakk1238
dkr,kuij1237
dks,sout2834
dlk,daha1247
dlm,dalm1243
dln,darl1242
dmb,momb1254
dmc,dimi1244
dme,dugw1239
dmg,uppe1427
dml,dame1241
dmm,dama1267
dmo,keme1240
dmr,east2472
dms,damp1237
dmu,dubu1240
dmv,dump1242
dmx,dema1235
dmy,demt1241
dna,uppe1430
dnd,daon1243
dng,dung1253
dnn,dzuu1241
dnr,dana1254
dnt,midg1235
dnu,dana1252
doa,domm1246
dob,dobu1241
doe,doee1238
dof,domu1245
doh,dong1293
dok,dond1249
dol,doso1239
don,tour1243
doq,domi1236
dor,dori1246
dos,dogo1295
dot,dass1243
dox,buss1239
doy,domp1238
doz,dorz1235
dpp,papa1268
drb,dair1239
drc,mind1263
dre,dolp1239
drg,rung1259
drh,dark1243
dri,clel1238
drn,west2548
dro,daro1239
drq,dura1244
drs,gede1246
drt,dren1238
drw,darw1234
dsi,disa1239
dsl,dani1246
dsn,dusn1237
dsq,tada1238
dtb,labu1249
dtd,diti1235
dti,anat1248
dtk,tene1248
dtm,tomo1243
dtp,cent2100
dtr,lotu1250
dtt,toro1253
dtu,tebu1239
dty,doty1234
dub,dubl1239
due,umir1236
duh,dung1251
dui,dumu1246
duk,dudu1240
dul,alab1246
dun,dusu1271
dup,duan1242
duq,dusu1269
duv,duvl1242
duw,dusu1267
dux,duun1242
duy,dica1235
duz,duli1241
dva,duau1237
dwa,diri1259
dwr,dawr1236
dww,dawa1242
dya,dyan1251
dyb,dyab1238
dyd,dyug1238
dyg,vill1242
dym,yand1257
dyn,dyan1250
dza,tunz1235
dzd,daza1244
dzl,dzal1238
dzn,dzan1238
dzo,dzon1239
ebg,ebug1241
ebo,teke1278
ebr,ebri1238
ebu,embu1241
ecr,eteo1236
ecs,ecua1243
ecy,eteo1240
eee,eeee1240
efa,efai1241
efe,efee1239
egl,emil1241
ego,eggo1239
egy,egyp1246
ehu,ehue1238
eit,eiti1240
eiv,asko1238
eja,ejam1238
eka,ekaj1238
ekb,
eke,ekit1246
eki,ekii1241
ekl,kolb1241
ekm,elip1238
ekp,ekpe1253
ekr,yace1238
ele,elep1240
elh,elhu1238
eli,ndin1245
elk,elke1240
elm,elem1253
elo,elmo1238
elu,eluu1241
elx,elam1244
emg,east2357
emn,eman1238
emo,emok1238
emu,east2340
emw,empl1237
emx,erro1240
emy,epig1241
ena,apal1256
enb,mark1255
enc,ennn1243
end,ende1246
enf,fore1265
enr,emum1240
enu,enuu1235
env,enwa1246
enw,enwa1245
eot,beti1248
epi,epie1238
epo,espe1235
era,erav1242
erh,eruw1238
eri,ogea1238
ero,horp1239
err,erre1238
ers,ersu1241
ert,erit1239
erw,erok1237
esh,esht1238
esk,nort2945
esl,egyp1238
esm,esum1241
esn,salv1237
eso,esto1238
etb,eteb1238
eth,ethi1238
etn,eton1255
eto,eton1253
ett,etru1241
etx,eten1239
etz,semi1264
evh,uvbi1238
ext,extr1243
eyo,keiy1238
eze,uzek1238
fab,fada1250
fad,wagi1249
faf,faga1239
fag,fino1238
fah,bais1242
fai,faiw1243
faj,fait1240
fak,fang1248
fal,sout2782
fam,famm1241
fan,fang1246
far,fata1245
fau,fayu1238
fax,fala1241
fay,sout2645
faz,nort2640
fer,fero1244
ffi,foia1236
fgr,fong1243
fie,fyer1241
fil,fili1244
fip,fipa1238
fir,fira1238
fit,torn1244
fiw,fiwa1240
fkk,kiry1234
fkv,kven1236
flh,foau1240
fli,fali1285
fll,nort2770
fln,flin1247
fly,tsot1242
fmu,farw1235
fng,fana1235
fni,fani1244
fod,food1238
fpe,fern1234
frc,caju1236
frk,fran1264
frm,midd1316
frp,fran1260
frq,fora1245
frt,fort1240
fss,finl1235
fue,borg1235
fui,bagi1244
fuj,kooo1244
fum,fumm1238
fur,friu1240
fuy,fuyu1242
fwe,fwee1238
gab,gabr1253
gad,gadd1244
gaf,gend1249
gai,bore1247
gak,gamk1238
gal,galo1243
gam,kand1303
gan,ganc1239
gao,gant1244
gap,gall1278
gar,gale1257
gas,adiw1235
gat,kena1250
gaw,nobo1238
gbe,niks1238
gbf,gaik1242
gbg,gban1258
gbh,defi1235
gbk,gadd1242
gbl,gami1242
gbm,garh1243
gbn,moda1242
gbq,gbay1286
gbs,gbes1238
gbv,gban1260
gbx,east2390
gby,gbar1246
gbz,zoro1242
gce,gali1261
gcl,gren1247
gcn,gain1243
gct,colo1254
gdc,gugu1253
gdd,geda1237
gdg,gada1258
gdh,gadj1243
gdi,gund1247
gdj,gurd1238
gdk,gada1262
gdl,dira1242
gdn,uman1240
gdr,wipi1242
gds,ghan1245
gdu,gudu1250
gdx,godw1241
gea,geru1240
gec,gbol1235
geh,hutt1235
gei,gebe1237
gek,yiwo1237
gel,kagf1238
geq,geme1244
ges,gese1240
gev,eviy1235
gew,gera1246
gex,garr1259
gez,geez1241
gft,gafa1240
gga,gaoo1237
ggb,gbii1242
ggg,gurg1240
ggk,kung1259
ggl,gang1270
ggn,east2345
ggr,aghu1254
ggt,gitu1237
ggu,gagu1242
gha,ghad1239
ghc,hibe1235
ghe,sout2715
ghh,nort2709
ghk,geko1235
ghn,ghan1242
gho,ghom1257
ghr,gher1238
ght,kuta1241
gib,giba1240
gic,gail1235
gig,goar1239
gim,gimi1243
gip,gimi1242
giq,gree1278
gir,redg1235
giu,gela1264
giw,whit1267
gix,gili1241
giy,giyu1238
giz,sout3051
gji,
gjk,kach1272
gka,guya1251
gke,ndai1238
gko,kokn1236
gku,dans1240
glc,bong1282
glh,nort2665
glo,gala1264
glr,glar1241
glw,glav1244
gly,gule1241
gma,gamb1251
gmb,gula1270
gmd,magh1238
gmh,midd1343
gml,midd1318
gmn,gimn1238
gmu,guma1255
gmv,gamo1243
gmx,mago1246
gmy,myce1241
gna,kaan1246
gnb,gang1266
gnc,guan1277
gne,gana1270
gnh,lere1241
gnk,gana1274
gnl,gang1268
gnm,ginu1240
gno,nort2702
gnq,gana1277
gnt,gunt1241
gnu,gnau1240
gnw,west2640
gnz,ganz1247
goc,gora1262
goe,gong1251
gof,gofa1235
gog,gogo1263
goh,oldh1241
goi,goba1246
gom,goan1235
goo,gone1237
gop,yere1243
goq,gora1261
gos,gron1242
gou,gava1241
gox,gobu1238
goy,goun1238
goz,goza1238
gpa,gupa1248
gpe,ghan1244
gqi,guiq1238
gqr,gorr1238
gqu,qaua1234
gra,rajp1235
grd,guru1271
grg,madi1261
grh,gbir1241
gri,ghar1239
grm,kota1279
gro,grom1238
grq,goro1261
grr,tazn1238
grs,gres1240
grv,cent2041
grw,gwed1239
grx,guri1248
gry,barc1235
grz,gura1254
gse,ghan1235
gsl,gusi1246
gsm,guat1249
gsn,gusa1246
gso,sout2785
gsp,wase1252
gua,shik1242
gud,yoco1235
gul,gull1241
gus,guin1250
gut,male1297
gve,duwe1237
gvl,gula1268
gvm,gurm1246
gvy,guya1249
gwa,mbat1247
gwb,gwaa1239
gwe,gwen1239
gwf,gowr1239
gwg,mooo1239
gwj,gwii1239
gwn,gwan1268
gwr,gwer1238
gwt,gawa1247
gwu,guwa1243
gwx,guaa1238
gye,gyem1238
gyf,gung1248
gyg,gbay1278
gyi,gyel1242
gyl,gayi1237
gyn,creo1235
gza,ganz1246
gzi,gazi1243
gzn,gane1237
haa,hann1241
hab,hano1243
haf,haip1238
hah,haho1237
haj,hajo1238
ham,hewa1241
han,hang1260
hao,hako1237
hap,hupl1238
haq,haaa1252
hav,havu1238
hax,sout2956
haz,haza1239
hba,hamb1245
hbn,heib1243
hbo,anci1244
hbu,habu1241
hca,anda1280
hds,hond1239
hdy,hadi1240
hea,nort2747
hed,herd1236
heg,helo1243
hgm,haio1238
hgw,haig1237
hhi,hoia1235
hhr,kera1248
hhy,hoya1235
hib,hibi1243
hif,fiji1242
hig,kamw1239
hih,pamo1253
hii,hind1267
hij,hiju1238
hik,seit1239
hio,tsoa1238
hir,hima1247
hiw,hiww1237
hji,haji1235
hka,kahe1238
hkk,hunj1241
hks,hong1241
hld,hala1253
hle,hler1235
hlt,ngal1291
hlu,hier1240
hma,sout1556
hmb,humb1243
hmc,cent2013
hmd,larg1235
hme,east2372
hmf,hmon1263
hmg,sout2756
hmh,sout2755
hmi,nort2749
hmj,geee1239
hml,luop1235
hmm,cent1394
hmo,hiri1237
hmp,nort1546
hmq,east2370
hms,sout2754
hmu,hama1240
hmv,hmon1332
hmw,west1507
hmy,sout1555
hmz,hmon1331
hnd,sout2668
hne,chha1249
hno,nort2662
hns,cari1275
hnu,hung1275
hob,mari1429
hod,holm1250
hoe,horo1245
hoh,hoby1242
hoi,holi1241
hoj,hado1235
hol,holu1245
hom,homa1239
hor,horo1247
hos,hoch1237
hot,hote1245
hov,hovo1239
how,honi1244
hoy,holi1239
hoz,hozo1236
hpo,hpon1238
hps,hawa1235
hra,hran1239
hrk,haru1244
hrm,horn1235
hro,haro1237
hrt,hert1241
hru,hrus1242
hrx,riog1239
hrz,harz1239
hsh,hung1263
hsl,haus1246
hsn,xian1251
hti,hoti1237
htu,hitu1239
hud,huau1237
hue,sanf1258
huf,hume1246
hug,huac1244
huh,huil1244
hui,huli1244
huj,nort1545
huk,hulu1246
hul,hula1239
hum,hung1278
huo,huuu1240
hut,huml1238
huw,huku1237
huy,hula1244
hvc,hait1241
hve,sand1278
hvk,have1241
hvv,sant1422
hwa,wane1242
hwo,hwan1240
hya,hyaa1239
iar,pura1257
ibe,akpe1248
ibl,ibal1244
ibm,agoi1246
ibn,ibin1241
ibr,ibuo1242
ibu,ibuu1240
iby,iban1261
ica,edei1246
ich,etky1238
icr,sana1297
ida,idak1243
idc,idon1238
idd,edei1244
ide,ider1238
idi,idii1243
idr,indr1247
idt,idat1237
ifa,amga1235
iff,ifoo1237
ifk,tuwa1243
ifu,mayo1262
ify,kele1259
igg,igan1243
igm,kang1291
igo,iseb1246
igw,igwe1238
ihb,ihab1241
ihw,gana1268
ije,bise1238
ijj,edei1245
ijn,kala1381
iki,ikoo1245
ikk,ikaa1238
ikl,ikul1238
iko,olul1245
ikp,ikpe1243
ikr,ikar1243
iks,inui1247
ikv,ikug1238
ikw,ikwe1242
ikz,ikiz1238
ila,ilea1237
ilg,gari1253
ili,ilit1241
ilk,ilon1239
ill,iran1262
ils,inte1259
ilu,iliu1237
ilv,ilue1241
ima,mala1457
iml,milu1241
imo,imbo1238
imr,imro1237
imy,mily1238
ina,inte1239
inl,indo1291
inm,mina1279
inn,isin1239
ino,inok1238
int,inth1238
ior,inor1238
iou,tuma1250
ipi,ipil1240
ipo,ipik1244
ire,ires1239
iri,irig1241
irx,kamb1302
iry,iray1237
isa,isab1240
isc,isco1239
ish,esan1238
ism,masi1265
isn,isan1243
ist,istr1244
isu,isum1240
itb,bino1237
ite,iten1243
iti,inla1260
itk,jude1255
itm,itum1245
itr,iter1241
itt,maen1235
itw,itoo1242
itx,itik1240
ity,moya1235
ivb,ibat1238
iwk,iwak1237
iwo,iwur1240
iws,sepi1255
iya,iyay1238
iyo,mesa1245
iyx,yaka1274
izr,izer1241
jab,hyam1245
jad,jaha1245
jaf,jara1274
jah,jahh1242
jaj,zaza1245
jak,jaku1244
jal,yala1266
jas,newc1244
jat,jaka1245
jau,yaur1239
jax,jamb1236
jaz,jawe1237
jbk,bari1298
jbn,nafu1238
jbr,jofo1235
jcs,jama1256
jct,krym1236
jda,jadd1243
jdg,jadg1238
jdt,jude1256
jee,jeru1240
jeg,jeng1241
jek,jeri1242
jen,dzaa1238
jer,jere1244
jeu,jonk1238
jgb,ngbe1238
jge,jude1258
jgo,ngom1272
jhs,jhan1234
jia,jina1244
jib,jibu1239
jid,buuu1244
jie,jilb1238
jih,shan1274
jii,jiid1238
jil,jili1241
jim,jimi1254
jio,jiam1236
jiq,guan1266
jit,jita1239
jiy,buyu1238
jje,jeju1234
jkm,mobw1234
jko,kubo1242
jkr,koro1316
jku,labi1245
jls,jama1263
jma,dima1252
jmb,zumb1240
jmc,mach1266
jmi,jimi1255
jmk,
jml,juml1238
jmn,maku1273
jmr,kama1357
jms,mash1269
jmw,mouw1234
jmx,west2643
jnd,jand1246
jng,yang1288
jni,janj1240
jnl,rawa1264
job,joba1238
jod,woje1238
jor,jora1240
jos,jord1238
jow,jowu1238
jpa,pale1261
jpr,jude1257
jra,jara1266
jrr,jiru1238
jrt,jort1240
jub,wann1241
jud,woro1256
juh,hone1235
juk,wapa1235
jul,jire1238
jum,jumj1238
juo,jiba1237
jus,juml1239
jut,juti1236
juu,juuu1243
juw,waph1238
juy,jura1242
jvd,javi1237
jvn,cari1276
jwi,jwir1241
jye,jude1267
jyy,jaya1242
kad,kada1284
kae,keta1243
kaf,kats1235
kag,kaja1250
kai,kare1348
kaj,jjuu1238
kak,ahin1234
kaw,kawi1241
kax,kaoo1238
kba,kala1379
kbe,kanj1260
kbg,kham1283
kbi,kapt1235
kbj,kari1306
kbm,iwal1237
kbn,kare1338
kbo,keli1248
kbs,kand1300
kbt,abad1241
kbu,kabu1254
kbw,kaie1237
kby,mang1399
kbz,duhw1236
kcb,kawa1276
kcc,lubi1238
kce,kaiv1238
kcf,ukaa1243
kch,vono1238
kci,kama1358
kcj,kobi1241
kcm,gula1266
kco,kina1251
kcp,kang1288
kcq,kamo1254
kcs,koen1239
kcw,kabw1242
kcx,kach1284
kcy,kora1291
kcz,kono1265
kda,wori1245
kdc,kutu1263
kdf,mamu1254
kdg,seba1247
kdi,kuma1275
kdk,nume1242
kdl,tsik1238
kdn,kund1255
kdp,kani1277
kdq,koch1250
kdt,kuyy1240
kdu,kada1282
kdv,kado1242
kdw,kone1241
kdx,kamm1249
kdy,kede1239
kdz,kwaj1242
kea,kabu1256
keb,kele1257
kec,keig1242
ked,kere1283
kef,kpes1238
keg,tese1238
keh,keak1239
kej,kada1242
kem,kema1243
keo,kakw1240
kep,kaik1244
keq,kama1350
kes,kugb1241
keu,akeb1238
kev,kani1275
kew,west2599
key,kupi1238
kez,kuke1242
kfg,kudi1237
kfh,kuri1256
kfj,kemi1240
kfl,kung1260
kfm,khun1255
kfn,kukk1239
kfo,koro1306
kfp,korw1242
kfr,kach1277
kfs,bila1253
kft,kanj1259
kfu,katk1238
kfv,kurm1243
kfw,khar1288
kfx,kull1236
kga,koya1253
kgb,kawe1240
kgc,
kgd,kata1264
kgf,kube1244
kgi,sela1253
kgl,kung1258
kgn,kari1303
kgt,somy1238
kgu,kobo1248
kgv,kara1499
kgx,kama1364
khf,khue1238
khh,kehu1238
khj,kutu1262
khn,khan1272
kho,khot1251
khp,kapo1250
khs,kasu1251
kht,kham1290
khu,nkhu1238
khx,kanu1278
khy,kele1255
khz,keap1239
kib,koal1240
kid,kosh1246
kie,kibe1241
kif,east2354
kih,kilm1241
kil,kari1316
kip,shes1236
kiq,kosa1251
kis,kiss1246
kit,agob1244
kiu,kirm1248
kiv,kimb1242
kix,khia1236
kiz,kisi1243
kja,mlap1238
kji,zaba1237
kjk,high1275
kjl,west2420
kjm,khan1274
kjo,hari1246
kjr,kuru1305
kjt,phra1235
kjx,ramo1245
kjy,erav1244
kjz,bumt1240
kka,kaka1264
kkb,kwer1264
kkc,odoo1238
kkd,kinu1239
kke,kaka1265
kkf,kala1376
kkg,maba1279
kkm,kion1242
kko,kark1256
kkp,gugu1254
kkq,kaik1247
kkr,kirb1236
kks,giiw1236
kkt,koii1238
kku,tumi1238
kkv,kang1289
kkx,kohi1250
kkz,kask1239
klc,kolb1240
klf,kend1253
klg,taga1268
klh,weli1239
kli,kalu1247
klk,kono1264
kll,kaga1255
klm,kolo1267
klo,kapy1238
klp,kama1360
klt,nukn1238
klv,mask1242
klw,lind1248
klx,kolu1245
kly,kala1394
klz,kabo1247
kmb,kimb1241
kmc,sout2741
kmd,madu1248
kme,bako1250
kmf,kare1341
kmi,kami1258
kmk,limo1248
kml,lowe1412
kmm,komi1270
kmp,gimm1241
kmq,kwam1249
kmu,kani1286
kmv,kari1301
kmx,wabo1241
kmy,koma1266
knb,lubu1243
knd,kond1303
kni,kanu1277
knl,keni1248
kno,kono1268
knp,kwan1276
knq,kint1239
knr,kani1285
kns,kens1248
knu,kono1267
knv,tabo1241
knx,kend1254
knz,kala1383
koa,kono1269
koc,kpat1246
kod,kodi1247
kof,kubi1239
kol,kolp1236
koo,konz1239
kop,kwat1244
koq,kota1274
kou,koke1240
kov,kudu1241
kow,kuga1239
koz,kora1296
kpa,kutt1236
kpb,mull1244
kpd,koba1240
kpf,komb1273
kph,kpla1238
kpi,kofe1239
kpl,kpal1241
kpn,kepk1241
kpp,
kpq,koru1245
kpu,kafo1240
kqa,mumm1238
kqb,kova1243
kqc,doro1266
kqd,koys1242
kqe,kala1388
kqf,kaka1267
kqg,khee1238
kqj,koro1313
kqk,kota1272
kql,kyen1243
kqm,khis1238
kqn,kaon1241
kqo,east2414
kqp,kimr1241
kqr,kima1244
kqt,klia1235
kqu,vaal1235
kqv,okol1241
kqw,kand1301
kqx,mser1242
kra,kumh1238
krb,kark1259
krd,kair1265
krf,koro1308
krh,kura1249
krj,kina1250
krm,krim1238
krn,sapo1251
krp,koro1304
krr,krun1240
krt,tuma1248
krv,kave1238
krw,west2488
krx,karo1294
krz,sota1242
ksa,shuw1238
ksc,sout2908
kse,kuni1263
ksg,kusa1251
ksj,uare1241
ksk,kans1243
ksl,kuma1278
ksm,kumb1238
ksn,kasi1256
ksp,kaba1281
ksr,boro1279
ksu,kham1291
ksv,kusu1252
ksy,khar1283
ksz,koda1254
kta,katu1273
ktb,kamb1316
ktc,khol1240
kte,nubr1241
ktf,kwam1250
kth,kara1484
kti,nort2916
ktj,plap1239
ktk,kani1282
ktl,koro1296
ktm,kurt1250
ktp,kadu1253
ktq,kata1268
ktr,kota1278
kts,sout2940
ktt,ketu1238
kty,kang1286
kua,kuan1247
kub,kute1248
kuc,kwin1242
kud,auhe1237
kuf,west2398
kug,kupa1238
kuh,kush1236
kuk,kepo1237
kul,kule1247
kuo,kumu1247
kuv,kurr1245
kuw,kpag1238
kux,kuka1246
kvb,kubu1239
kvc,kove1237
kve,kala1391
kvf,kaba1292
kvh,komo1261
kvi,kwan1285
kvj,psik1239
kvl,brek1238
kvm,kend1252
kvp,komp1237
kvq,geba1237
kvr,keri1250
kvu,yinb1236
kvx,park1237
kvy,yint1235
kvz,tsak1250
kwb,kwaa1262
kwc,likw1239
kwf,kwar1239
kwg,sara1322
kwh,kowi1239
kwj,kwan1278
kwl,kofy1242
kwm,kwam1251
kwp,kodi1246
kwr,kwer1265
kws,kwes1244
kwt,kwes1245
kwu,kwak1266
kwv,sara1321
kww,kwin1243
kwx,khir1237
kwz,kwad1244
kxb,krob1245
kxc,kons1243
kxd,brun1242
kxf,manu1255
kxh,karo1297
kxi,keni1249
kxj,kulf1238
kxk,zaye1235
kxl,nepa1253
kxm,nort2684
kxn,kano1244
kxp,wadi1248
kxq,smar1235
kxr,bowa1234
kxs,kang1281
kxt,koiw1243
kxw,kona1242
kxx,liku1242
kxy,kayo1245
kxz,kere1286
kya,kway1241
kyb,butb1235
kyd,kare1339
kye,krac1238
kyf,kouy1238
kyg,keya1238
kyi,kipu1237
kyk,kama1363
kyn,karo1299
kyo,kelo1247
kyt,kaya1328
kyu,west2409
kyw,kudm1238
kyy,kamb1303
kzb,kaib1244
kzc,bond1246
kzd,kada1286
kze,kose1239
kzg,kika1239
kzk,kazu1245
kzl,kaye1241
kzm,kais1235
kzn,koko1267
kzo,kani1279
kzp,kaid1239
kzq,kaik1246
kzs,sugu1243
kzt,tamb1254
kzu,kayu1243
kzv,komy1238
kzx,kama1362
kzy,kang1285
kzz,kala1256
laa,lapu1236
lai,lamb1272
lak,laka1252
lan,laru1238
lap,laka1254
laq,qabi1235
lar,lart1238
lbb,labe1239
lbi,labi1244
lbk,cent2292
lbm,lodh1246
lbn,lame1256
lbq,wamp1247
lbr,nort2727
lbs,liby1235
lbv,lava1239
lbw,tola1247
lbx,lawa1257
lcc,lege1241
lcd,lola1248
lce,lonc1237
lcf,lubu1241
lcl,lise1239
